School Code,Teacher,Date,Julian,Tree ID,Species Code,Total Leaves,Fallen Leaves,Tree Color
CCE,Capeless,2008-10-23,297,8,TA,6,6,4
CCE,Capeless,2008-10-24,298,9,BE,12,0,3
CCE,Capeless,2008-10-24,298,10,HL,12,12,4
CCE,Capeless,2008-10-24,298,11,BE,12,3,2
CCE,Capeless,2008-10-24,298,12,RM,12,3,3
CCE,Capeless,2008-10-24,298,13,FD,12,12,4
CCE,Capeless,2008-10-29,303,1,BX,12,12,4
CCE,Capeless,2008-10-29,303,2,BX,12,12,4
CCE,Capeless,2008-10-29,303,3,AP,12,11,4
CCE,Capeless,2008-10-29,303,4,RM,12,12,4
CCE,Capeless,2008-10-30,304,5,EL,12,12,4
CCE,Capeless,2008-10-30,304,6,BW,12,12,4
CCE,Capeless,2008-10-30,304,7,HO,6,6,4
CCE,Capeless,2008-10-30,304,8,TA,6,6,4
CCE,Capeless,2008-10-31,305,9,BE,12,2,4
CCE,Capeless,2008-10-31,305,10,HL,12,12,4
CCE,Capeless,2008-10-31,305,11,BE,12,5,3
CCE,Capeless,2008-10-31,305,12,RM,12,4,3
CCE,Capeless,2008-10-31,305,13,FD,12,12,4
CCE,Capeless,2009-09-09,252,1,BX,12,0,1
CCE,Capeless,2009-09-09,252,2,BX,12,0,1
CCE,Capeless,2009-09-09,252,3,AP,12,0,1
CCE,Capeless,2009-09-09,252,4,RM,12,0,1
CCE,Capeless,2009-09-10,253,5,EL,12,0,1
CCE,Capeless,2009-09-10,253,6,BW,12,0,1
CCE,Capeless,2009-09-10,253,7,HO,12,3,1
CCE,Capeless,2009-09-10,253,8,TA,12,0,1
CCE,Capeless,2009-09-10,253,13,FD,12,0,2
CCE,Capeless,2009-09-15,258,9,BE,12,0,1
CCE,Capeless,2009-09-15,258,10,HL,12,0,1
CCE,Capeless,2009-09-15,258,11,BE,12,0,1
CCE,Capeless,2009-09-15,258,12,RM,12,0,1
CCE,Capeless,2009-09-16,259,1,BX,12,0,1
CCE,Capeless,2009-09-16,259,2,BX,12,3,1
CCE,Capeless,2009-09-16,259,3,AP,12,0,1
CCE,Capeless,2009-09-16,259,4,RM,12,0,1
CCE,Capeless,2009-09-17,260,5,EL,12,4,1
CCE,Capeless,2009-09-17,260,6,BW,12,3,1
CCE,Capeless,2009-09-17,260,7,HO,12,0,1
CCE,Capeless,2009-09-17,260,8,TA,12,0,1
CCE,Capeless,2009-09-17,260,13,FD,12,2,3
CCE,Capeless,2009-09-22,265,9,BE,12,0,1
CCE,Capeless,2009-09-22,265,10,HL,12,4,2
CCE,Capeless,2009-09-22,265,11,BE,12,1,1
CCE,Capeless,2009-09-22,265,12,RM,12,3,2
CCE,Capeless,2009-09-23,266,1,BX,12,1,1
CCE,Capeless,2009-09-23,266,2,BX,12,3,1
CCE,Capeless,2009-09-23,266,3,AP,12,0,1
CCE,Capeless,2009-09-23,266,4,RM,12,0,2
CCE,Capeless,2009-09-24,267,5,EL,12,5,1
CCE,Capeless,2009-09-24,267,6,BW,12,5,1
CCE,Capeless,2009-09-24,267,7,HO,12,2,1
CCE,Capeless,2009-09-24,267,8,TA,12,4,2
CCE,Capeless,2009-09-24,267,13,FD,12,6,4
CCE,Capeless,2009-09-29,272,9,BE,12,0,1
CCE,Capeless,2009-09-29,272,10,HL,12,5,3
CCE,Capeless,2009-09-29,272,11,BE,12,3,1
CCE,Capeless,2009-09-29,272,12,RM,12,3,3
CCE,Capeless,2009-09-30,273,1,BX,12,2,2
CCE,Capeless,2009-09-30,273,2,BX,12,5,1
CCE,Capeless,2009-09-30,273,3,AP,12,1,1
CCE,Capeless,2009-09-30,273,4,RM,12,0,3
CCE,Capeless,2009-10-01,274,5,EL,12,5,2
CCE,Capeless,2009-10-01,274,6,BW,12,5,1
CCE,Capeless,2009-10-01,274,7,HO,12,2,1
CCE,Capeless,2009-10-01,274,8,TA,12,4,3
CCE,Capeless,2009-10-02,275,13,FD,12,7,4
CCE,Capeless,2009-10-06,279,9,BE,12,0,2
CCE,Capeless,2009-10-06,279,10,HL,12,8,4
CCE,Capeless,2009-10-06,279,11,BE,12,3,1
CCE,Capeless,2009-10-06,279,12,RM,12,4,4
CCE,Capeless,2009-10-07,280,1,BX,12,11,4
CCE,Capeless,2009-10-07,280,2,BX,12,10,3
CCE,Capeless,2009-10-07,280,3,AP,12,1,1
CCE,Capeless,2009-10-07,280,4,RM,12,0,4
CCE,Capeless,2009-10-07,280,13,FD,12,8,4
CCE,Capeless,2009-10-08,281,5,EL,12,8,3
CCE,Capeless,2009-10-08,281,6,BW,12,9,2
CCE,Capeless,2009-10-08,281,7,HO,12,2,2
CCE,Capeless,2009-10-08,281,8,TA,12,6,3
CCE,Capeless,2009-10-13,286,9,BE,12,0,2
CCE,Capeless,2009-10-13,286,10,HL,12,12,4
CCE,Capeless,2009-10-13,286,10,HL,12,9,4
CCE,Capeless,2009-10-13,286,11,BE,12,5,2
CCE,Capeless,2009-10-13,286,12,RM,12,8,4
CCE,Capeless,2009-10-13,286,13,FD,12,9,4
CCE,Capeless,2009-10-14,287,1,BX,12,12,4
CCE,Capeless,2009-10-14,287,2,BX,12,12,3
CCE,Capeless,2009-10-14,287,3,AP,12,1,2
CCE,Capeless,2009-10-14,287,4,RM,12,0,4
CCE,Capeless,2009-10-15,288,5,EL,12,11,3
CCE,Capeless,2009-10-15,288,6,BW,12,10,3
CCE,Capeless,2009-10-15,288,6,BW,12,12,4
CCE,Capeless,2009-10-15,288,7,HO,12,11,3
CCE,Capeless,2009-10-15,288,7,HO,12,12,4
CCE,Capeless,2009-10-15,288,8,TA,12,12,4
CCE,Capeless,2009-10-15,288,8,TA,12,10,4
CCE,Capeless,2009-10-20,293,9,BE,12,2,2
CCE,Capeless,2009-10-20,293,11,BE,12,5,2
CCE,Capeless,2009-10-20,293,12,RM,12,10,4
CCE,Capeless,2009-10-20,293,13,FD,12,12,4
CCE,Capeless,2009-10-21,294,3,AP,12,6,3
CCE,Capeless,2009-10-21,294,4,RM,12,6,4
CCE,Capeless,2009-10-22,295,5,EL,12,12,4
CCE,Capeless,2009-10-27,300,9,BE,12,3,4
CCE,Capeless,2009-10-27,300,11,BE,12,6,4
CCE,Capeless,2009-10-27,300,12,RM,12,12,4
CCE,Capeless,2009-10-28,301,3,AP,12,12,4
CCE,Capeless,2009-10-28,301,4,RM,12,12,4
CCE,Capeless,2009-11-03,307,9,BE,12,12,4
CCE,Capeless,2009-11-03,307,11,BE,12,12,4
CCE,Capeless,2010-09-08,251,1,BX,12,2,1
CCE,Capeless,2010-09-08,251,2,BX,12,0,1
CCE,Capeless,2010-09-08,251,3,AP,12,0,1
CCE,Capeless,2010-09-08,251,4,RM,12,0,1
CCE,Capeless,2010-09-08,251,5,EL,12,0,1
CCE,Capeless,2010-09-08,251,6,BW,12,0,1
CCE,Capeless,2010-09-10,253,7,HO,12,1,1
CCE,Capeless,2010-09-10,253,8,TA,12,0,1
CCE,Capeless,2010-09-10,253,9,BE,12,0,1
CCE,Capeless,2010-09-10,253,10,HL,12,0,1
CCE,Capeless,2010-09-10,253,11,BE,12,0,1
CCE,Capeless,2010-09-10,253,12,RM,12,0,1
CCE,Capeless,2010-09-10,253,13,FD,12,0,1
CCE,Capeless,2010-09-15,258,1,BX,12,4,1
CCE,Capeless,2010-09-15,258,2,BX,12,0,1
CCE,Capeless,2010-09-15,258,3,AP,12,0,1
CCE,Capeless,2010-09-15,258,6,BW,12,0,1
CCE,Capeless,2010-09-17,260,7,HO,12,3,1
CCE,Capeless,2010-09-17,260,8,TA,12,0,1
CCE,Capeless,2010-09-17,260,9,BE,12,0,1
CCE,Capeless,2010-09-17,260,10,HL,12,1,1
CCE,Capeless,2010-09-17,260,11,BE,12,1,1
CCE,Capeless,2010-09-17,260,12,RM,12,3,1
CCE,Capeless,2010-09-17,260,13,FD,12,0,1
CCE,Capeless,2010-09-22,265,1,BX,12,7,2
CCE,Capeless,2010-09-22,265,2,BX,12,0,1
CCE,Capeless,2010-09-22,265,3,AP,12,0,1
CCE,Capeless,2010-09-22,265,4,RM,12,3,1
CCE,Capeless,2010-09-22,265,5,EL,12,1,1
CCE,Capeless,2010-09-22,265,6,BW,12,3,1
CCE,Capeless,2010-09-24,267,7,HO,12,6,2
CCE,Capeless,2010-09-24,267,8,TA,12,2,2
CCE,Capeless,2010-09-24,267,9,BE,12,0,1
CCE,Capeless,2010-09-24,267,10,HL,12,2,2
CCE,Capeless,2010-09-24,267,11,BE,12,2,1
CCE,Capeless,2010-09-24,267,12,RM,12,6,2
CCE,Capeless,2010-09-24,267,13,FD,12,0,2
CCE,Capeless,2010-09-29,272,1,BX,12,11,3
CCE,Capeless,2010-09-29,272,2,BX,12,0,1
CCE,Capeless,2010-09-29,272,3,AP,12,0,1
CCE,Capeless,2010-09-29,272,4,RM,12,6,2
CCE,Capeless,2010-09-29,272,5,EL,12,4,1
CCE,Capeless,2010-09-29,272,6,BW,12,6,1
CCE,Capeless,2010-10-01,274,7,HO,12,6,2
CCE,Capeless,2010-10-01,274,8,TA,12,2,2
CCE,Capeless,2010-10-01,274,9,BE,12,2,1
CCE,Capeless,2010-10-01,274,10,HL,12,6,2
CCE,Capeless,2010-10-01,274,11,BE,12,2,1
CCE,Capeless,2010-10-01,274,12,RM,12,6,3
CCE,Capeless,2010-10-01,274,13,FD,12,1,2
CCE,Capeless,2010-10-06,279,1,BX,12,12,4
CCE,Capeless,2010-10-06,279,2,BX,12,5,2
CCE,Capeless,2010-10-06,279,3,AP,12,2,1
CCE,Capeless,2010-10-06,279,4,RM,12,8,4
CCE,Capeless,2010-10-06,279,5,EL,12,10,2
CCE,Capeless,2010-10-06,279,6,BW,12,6,2
CCE,Capeless,2010-10-08,281,6,BW,12,6,2
CCE,Capeless,2010-10-08,281,7,HO,12,8,2
CCE,Capeless,2010-10-08,281,8,TA,12,2,2
CCE,Capeless,2010-10-08,281,9,BE,12,4,1
CCE,Capeless,2010-10-08,281,10,HL,12,6,2
CCE,Capeless,2010-10-08,281,11,BE,12,2,2
CCE,Capeless,2010-10-08,281,12,RM,12,6,3
CCE,Capeless,2010-10-08,281,13,FD,12,2,2
CCE,Capeless,2010-10-15,288,2,BX,12,5,2
CCE,Capeless,2010-10-15,288,3,AP,12,3,2
CCE,Capeless,2010-10-15,288,4,RM,12,12,4
CCE,Capeless,2010-10-15,288,5,EL,12,10,2
CCE,Capeless,2010-10-15,288,6,BW,12,8,3
CCE,Capeless,2010-10-15,288,7,HO,12,8,2
CCE,Capeless,2010-10-15,288,8,TA,12,4,2
CCE,Capeless,2010-10-15,288,9,BE,12,4,2
CCE,Capeless,2010-10-15,288,10,HL,12,8,2
CCE,Capeless,2010-10-15,288,11,BE,12,2,2
CCE,Capeless,2010-10-15,288,12,RM,12,6,3
CCE,Capeless,2010-10-15,288,13,FD,12,2,2
CCE,Capeless,2010-10-21,294,3,AP,12,5,3
CCE,Capeless,2010-10-22,295,2,BX,12,7,3
CCE,Capeless,2010-10-22,295,5,EL,12,10,3
CCE,Capeless,2010-10-22,295,6,BW,12,8,3
CCE,Capeless,2010-10-22,295,7,HO,12,12,3
CCE,Capeless,2010-10-22,295,8,TA,12,5,3
CCE,Capeless,2010-10-22,295,9,BE,12,5,3
CCE,Capeless,2010-10-22,295,10,HL,12,11,3
CCE,Capeless,2010-10-22,295,11,BE,12,2,2
CCE,Capeless,2010-10-22,295,12,RM,12,6,4
CCE,Capeless,2010-10-22,295,13,FD,12,5,3
CCE,Capeless,2010-10-26,299,2,BX,12,12,3
CCE,Capeless,2010-10-26,299,3,AP,12,8,4
CCE,Capeless,2010-10-26,299,5,EL,12,12,3
CCE,Capeless,2010-10-26,299,6,BW,12,12,3
CCE,Capeless,2010-10-26,299,8,TA,12,8,4
CCE,Capeless,2010-10-26,299,9,BE,12,9,3
CCE,Capeless,2010-10-26,299,10,HL,12,12,3
CCE,Capeless,2010-10-26,299,11,BE,12,2,3
CCE,Capeless,2010-10-26,299,12,RM,12,6,4
CCE,Capeless,2010-10-26,299,13,FD,12,6,4
CCE,Capeless,2010-11-03,307,3,AP,12,12,4
CCE,Capeless,2010-11-03,307,8,TA,12,12,4
CCE,Capeless,2010-11-03,307,9,BE,12,12,4
CCE,Capeless,2010-11-03,307,11,BE,12,12,4
CCE,Capeless,2010-11-03,307,12,RM,12,12,4
CCE,Capeless,2010-11-03,307,13,FD,12,12,4
CCE,Capeless,2011-09-09,252,1,BX,12,2,1
CCE,Capeless,2011-09-09,252,2,BX,12,0,1
CCE,Capeless,2011-09-09,252,3,AP,12,0,1
CCE,Capeless,2011-09-09,252,4,RM,12,0,1
CCE,Capeless,2011-09-09,252,5,EL,12,0,1
CCE,Capeless,2011-09-09,252,6,BW,12,0,1
CCE,Capeless,2011-09-09,252,7,HO,12,0,1
CCE,Capeless,2011-09-09,252,8,TA,12,0,1
CCE,Capeless,2011-09-09,252,9,BE,12,0,1
CCE,Capeless,2011-09-09,252,10,HL,12,0,1
CCE,Capeless,2011-09-09,252,11,BE,12,0,1
CCE,Capeless,2011-09-09,252,12,RM,12,0,1
CCE,Capeless,2011-09-09,252,13,FD,12,0,1
CCE,Capeless,2011-09-16,259,1,BX,12,6,1
CCE,Capeless,2011-09-16,259,2,BX,12,0,1
CCE,Capeless,2011-09-16,259,3,AP,12,0,1
CCE,Capeless,2011-09-16,259,4,RM,12,0,1
CCE,Capeless,2011-09-16,259,5,EL,12,0,1
CCE,Capeless,2011-09-16,259,6,BW,12,3,1
CCE,Capeless,2011-09-16,259,7,HO,12,0,1
CCE,Capeless,2011-09-16,259,8,TA,12,0,1
CCE,Capeless,2011-09-16,259,9,BE,12,0,1
CCE,Capeless,2011-09-16,259,10,HL,12,1,1
CCE,Capeless,2011-09-16,259,11,BE,12,0,1
CCE,Capeless,2011-09-16,259,12,RM,12,0,1
CCE,Capeless,2011-09-16,259,13,FD,12,0,1
CCE,Capeless,2011-09-23,266,1,BX,12,12,2
CCE,Capeless,2011-09-23,266,2,BX,12,0,1
CCE,Capeless,2011-09-23,266,3,AP,12,0,1
CCE,Capeless,2011-09-23,266,4,RM,12,0,1
CCE,Capeless,2011-09-23,266,5,EL,12,0,1
CCE,Capeless,2011-09-23,266,6,BW,12,4,1
CCE,Capeless,2011-09-23,266,7,HO,12,2,1
CCE,Capeless,2011-09-23,266,8,TA,12,0,1
CCE,Capeless,2011-09-23,266,9,BE,12,0,1
CCE,Capeless,2011-09-23,266,10,HL,12,4,1
CCE,Capeless,2011-09-23,266,11,BE,12,0,1
CCE,Capeless,2011-09-23,266,12,RM,12,0,1
CCE,Capeless,2011-09-23,266,13,FD,12,0,1
CCE,Capeless,2011-09-30,273,2,BX,12,0,1
CCE,Capeless,2011-09-30,273,3,AP,12,0,1
CCE,Capeless,2011-09-30,273,4,RM,12,0,1
CCE,Capeless,2011-09-30,273,5,EL,12,6,1
CCE,Capeless,2011-09-30,273,6,BW,12,6,2
CCE,Capeless,2011-09-30,273,7,HO,12,6,1
CCE,Capeless,2011-09-30,273,8,TA,12,2,2
CCE,Capeless,2011-09-30,273,9,BE,12,0,2
CCE,Capeless,2011-09-30,273,10,HL,12,9,2
CCE,Capeless,2011-09-30,273,11,BE,12,0,1
CCE,Capeless,2011-09-30,273,12,RM,12,0,2
CCE,Capeless,2011-09-30,273,13,FD,12,0,3
CCE,Capeless,2011-10-07,280,2,BX,12,4,1
CCE,Capeless,2011-10-07,280,3,AP,12,2,1
CCE,Capeless,2011-10-07,280,4,RM,12,0,1
CCE,Capeless,2011-10-07,280,5,EL,12,9,2
CCE,Capeless,2011-10-07,280,6,BW,12,12,3
CCE,Capeless,2011-10-07,280,7,HO,12,8,1
CCE,Capeless,2011-10-07,280,8,TA,12,2,2
CCE,Capeless,2011-10-07,280,9,BE,12,0,2
CCE,Capeless,2011-10-07,280,10,HL,12,8,2
CCE,Capeless,2011-10-07,280,11,BE,12,0,1
CCE,Capeless,2011-10-07,280,12,RM,12,0,3
CCE,Capeless,2011-10-07,280,13,FD,12,0,4
CCE,Capeless,2011-10-14,287,2,BX,12,5,2
CCE,Capeless,2011-10-14,287,3,AP,12,3,2
CCE,Capeless,2011-10-14,287,4,RM,12,2,2
CCE,Capeless,2011-10-14,287,5,EL,12,10,3
CCE,Capeless,2011-10-14,287,7,HO,12,10,2
CCE,Capeless,2011-10-14,287,8,TA,12,4,2
CCE,Capeless,2011-10-14,287,9,BE,12,4,2
CCE,Capeless,2011-10-14,287,10,HL,12,10,3
CCE,Capeless,2011-10-14,287,11,BE,12,2,2
CCE,Capeless,2011-10-14,287,12,RM,12,4,3
CCE,Capeless,2011-10-14,287,13,FD,12,2,4
CCE,Capeless,2011-10-21,294,2,BX,12,7,3
CCE,Capeless,2011-10-21,294,3,AP,12,5,3
CCE,Capeless,2011-10-21,294,4,RM,12,7,4
CCE,Capeless,2011-10-21,294,5,EL,12,12,3
CCE,Capeless,2011-10-21,294,7,HO,12,12,3
CCE,Capeless,2011-10-21,294,8,TA,12,5,3
CCE,Capeless,2011-10-21,294,9,BE,12,5,3
CCE,Capeless,2011-10-21,294,10,HL,12,12,3
CCE,Capeless,2011-10-21,294,11,BE,12,2,2
CCE,Capeless,2011-10-21,294,12,RM,12,5,4
CCE,Capeless,2011-10-21,294,13,FD,12,5,4
CCE,Capeless,2011-10-28,301,2,BX,12,12,3
CCE,Capeless,2011-10-28,301,3,AP,12,7,3
CCE,Capeless,2011-10-28,301,4,RM,12,9,4
CCE,Capeless,2011-10-28,301,8,TA,12,5,4
CCE,Capeless,2011-10-28,301,9,BE,12,5,3
CCE,Capeless,2011-10-28,301,11,BE,12,6,3
CCE,Capeless,2011-10-28,301,12,RM,12,5,4
CCE,Capeless,2011-10-28,301,13,FD,12,7,4
CCE,Capeless,2011-11-04,308,3,AP,12,12,4
CCE,Capeless,2011-11-04,308,4,RM,12,12,4
CCE,Capeless,2011-11-04,308,8,TA,12,6,4
CCE,Capeless,2011-11-04,308,9,BE,12,6,4
CCE,Capeless,2011-11-04,308,11,BE,12,9,4
CCE,Capeless,2011-11-04,308,12,RM,12,12,4
CCE,Capeless,2011-11-04,308,13,FD,12,8,4
CCE,Capeless,2011-11-11,315,8,TA,12,12,4
CCE,Capeless,2011-11-11,315,9,BE,12,7,4
CCE,Capeless,2011-11-11,315,11,BE,12,10,4
CCE,Capeless,2011-11-11,315,13,FD,12,12,4
CCE,Capeless,2011-11-18,322,9,BE,12,12,4
CCE,Capeless,2011-11-18,322,11,BE,12,12,4
CCE,Capeless,2012-09-18,262,2,BX,12,0,1
CCE,Capeless,2012-09-18,262,4,RM,12,0,1
CCE,Capeless,2012-09-18,262,5,EL,12,0,1
CCE,Capeless,2012-09-18,262,6,BW,12,2,1
CCE,Capeless,2012-09-18,262,7,HO,12,0,1
CCE,Capeless,2012-09-18,262,8,TA,12,1,1
CCE,Capeless,2012-09-18,262,9,BE,12,1,1
CCE,Capeless,2012-09-18,262,10,HL,12,1,1
CCE,Capeless,2012-09-18,262,11,BE,12,0,1
CCE,Capeless,2012-09-18,262,12,RM,12,0,1
CCE,Capeless,2012-09-18,262,13,FD,12,0,2
CCE,Capeless,2012-09-28,272,2,BX,12,2,2
CCE,Capeless,2012-09-28,272,4,RM,12,0,2
CCE,Capeless,2012-09-28,272,5,EL,12,5,4
CCE,Capeless,2012-09-28,272,6,BW,12,7,2
CCE,Capeless,2012-09-28,272,7,HO,12,0,1
CCE,Capeless,2012-09-28,272,8,TA,12,3,1
CCE,Capeless,2012-09-28,272,9,BE,12,1,1
CCE,Capeless,2012-09-28,272,10,HL,12,2,4
CCE,Capeless,2012-09-28,272,11,BE,12,2,1
CCE,Capeless,2012-09-28,272,12,RM,12,0,2
CCE,Capeless,2012-10-05,279,2,BX,12,2,2
CCE,Capeless,2012-10-05,279,3,AP,12,0,2
CCE,Capeless,2012-10-05,279,4,RM,12,0,2
CCE,Capeless,2012-10-05,279,5,EL,12,7,3
CCE,Capeless,2012-10-05,279,6,BW,12,10,4
CCE,Capeless,2012-10-05,279,7,HO,12,1,1
CCE,Capeless,2012-10-05,279,8,TA,12,7,1
CCE,Capeless,2012-10-05,279,9,BE,12,1,1
CCE,Capeless,2012-10-05,279,10,HL,12,5,4
CCE,Capeless,2012-10-05,279,11,BE,12,2,1
CCE,Capeless,2012-10-05,279,12,RM,12,6,4
CCE,Capeless,2012-10-05,279,13,FD,12,1,4
CCE,Capeless,2012-10-12,286,2,BX,12,8,2
CCE,Capeless,2012-10-12,286,3,AP,12,1,3
CCE,Capeless,2012-10-12,286,4,RM,12,3,4
CCE,Capeless,2012-10-12,286,5,EL,12,10,4
CCE,Capeless,2012-10-12,286,6,BW,12,12,4
CCE,Capeless,2012-10-12,286,7,HO,12,8,4
CCE,Capeless,2012-10-12,286,8,TA,12,7,2
CCE,Capeless,2012-10-12,286,9,BE,12,1,2
CCE,Capeless,2012-10-12,286,10,HL,12,12,4
CCE,Capeless,2012-10-12,286,11,BE,12,2,2
CCE,Capeless,2012-10-12,286,12,RM,12,6,4
CCE,Capeless,2012-10-12,286,13,FD,12,6,4
CCE,Capeless,2012-10-19,293,2,BX,12,10,4
CCE,Capeless,2012-10-19,293,3,AP,12,3,4
CCE,Capeless,2012-10-19,293,4,RM,12,6,4
CCE,Capeless,2012-10-19,293,5,EL,12,12,4
CCE,Capeless,2012-10-19,293,6,BW,12,12,4
CCE,Capeless,2012-10-19,293,7,HO,12,10,4
CCE,Capeless,2012-10-19,293,8,TA,12,8,4
CCE,Capeless,2012-10-19,293,9,BE,12,3,4
CCE,Capeless,2012-10-19,293,10,HL,12,12,4
CCE,Capeless,2012-10-19,293,11,BE,12,2,3
CCE,Capeless,2012-10-19,293,12,RM,12,6,4
CCE,Capeless,2012-10-19,293,13,FD,12,6,4
CCE,Capeless,2012-11-02,307,2,BX,12,12,4
CCE,Capeless,2012-11-02,307,3,AP,12,12,4
CCE,Capeless,2012-11-02,307,4,RM,12,12,4
CCE,Capeless,2012-11-02,307,5,EL,12,12,4
CCE,Capeless,2012-11-02,307,6,BW,12,12,4
CCE,Capeless,2012-11-02,307,7,HO,12,12,4
CCE,Capeless,2012-11-02,307,8,TA,12,12,4
CCE,Capeless,2012-11-02,307,9,BE,12,12,4
CCE,Capeless,2012-11-02,307,10,HL,12,12,4
CCE,Capeless,2012-11-02,307,11,BE,12,12,4
CCE,Capeless,2012-11-02,307,12,RM,12,12,4
CCE,Capeless,2012-11-02,307,13,FD,12,12,4
CCE,Capeless,2013-09-13,256,2,BX,12,0,1
CCE,Capeless,2013-09-13,256,3,AP,12,0,1
CCE,Capeless,2013-09-13,256,4,RM,12,0,1
CCE,Capeless,2013-09-13,256,5,EL,12,0,1
CCE,Capeless,2013-09-13,256,6,BW,12,6,1
CCE,Capeless,2013-09-13,256,7,HO,12,0,1
CCE,Capeless,2013-09-13,256,8,TA,12,0,1
CCE,Capeless,2013-09-13,256,9,BE,12,0,1
CCE,Capeless,2013-09-13,256,10,HL,12,0,1
CCE,Capeless,2013-09-13,256,11,BE,12,0,1
CCE,Capeless,2013-09-13,256,12,RM,12,0,1
CCE,Capeless,2013-09-13,256,13,FD,12,0,1
CCE,Capeless,2013-09-20,263,2,BX,12,0,1
CCE,Capeless,2013-09-20,263,3,AP,12,0,1
CCE,Capeless,2013-09-20,263,4,RM,12,0,1
CCE,Capeless,2013-09-20,263,5,EL,12,0,1
CCE,Capeless,2013-09-20,263,6,BW,12,6,1
CCE,Capeless,2013-09-20,263,7,HO,12,4,1
CCE,Capeless,2013-09-20,263,8,TA,12,2,1
CCE,Capeless,2013-09-20,263,9,BE,12,0,1
CCE,Capeless,2013-09-20,263,10,HL,12,6,1
CCE,Capeless,2013-09-20,263,11,BE,12,0,1
CCE,Capeless,2013-09-20,263,12,RM,12,0,1
CCE,Capeless,2013-09-20,263,13,FD,12,0,1
CCE,Capeless,2013-09-27,270,2,BX,12,0,1
CCE,Capeless,2013-09-27,270,3,AP,12,0,1
CCE,Capeless,2013-09-27,270,4,RM,12,2,2
CCE,Capeless,2013-09-27,270,5,EL,12,0,1
CCE,Capeless,2013-09-27,270,6,BW,12,8,3
CCE,Capeless,2013-09-27,270,7,HO,12,4,1
CCE,Capeless,2013-09-27,270,8,TA,12,3,2
CCE,Capeless,2013-09-27,270,9,BE,12,0,1
CCE,Capeless,2013-09-27,270,10,HL,12,8,3
CCE,Capeless,2013-09-27,270,11,BE,12,0,1
CCE,Capeless,2013-09-27,270,12,RM,12,0,1
CCE,Capeless,2013-09-27,270,13,FD,12,0,3
CCE,Capeless,2013-10-04,277,2,BX,12,6,2
CCE,Capeless,2013-10-04,277,3,AP,12,0,1
CCE,Capeless,2013-10-04,277,4,RM,12,4,3
CCE,Capeless,2013-10-04,277,5,EL,12,0,1
CCE,Capeless,2013-10-04,277,6,BW,12,10,4
CCE,Capeless,2013-10-04,277,7,HO,12,9,2
CCE,Capeless,2013-10-04,277,8,TA,12,8,3
CCE,Capeless,2013-10-04,277,9,BE,12,0,1
CCE,Capeless,2013-10-04,277,10,HL,12,12,4
CCE,Capeless,2013-10-04,277,11,BE,12,0,1
CCE,Capeless,2013-10-04,277,12,RM,12,0,2
CCE,Capeless,2013-10-04,277,13,FD,12,1,3
CCE,Capeless,2013-10-11,284,2,BX,12,12,4
CCE,Capeless,2013-10-11,284,3,AP,12,2,1
CCE,Capeless,2013-10-11,284,4,RM,12,10,4
CCE,Capeless,2013-10-11,284,5,EL,12,2,2
CCE,Capeless,2013-10-11,284,6,BW,12,12,4
CCE,Capeless,2013-10-11,284,7,HO,12,11,3
CCE,Capeless,2013-10-11,284,8,TA,12,9,3
CCE,Capeless,2013-10-11,284,9,BE,12,0,1
CCE,Capeless,2013-10-11,284,11,BE,12,0,1
CCE,Capeless,2013-10-11,284,12,RM,12,0,2
CCE,Capeless,2013-10-11,284,13,FD,12,9,4
CCE,Capeless,2013-10-18,291,3,AP,12,9,2
CCE,Capeless,2013-10-18,291,4,RM,12,12,4
CCE,Capeless,2013-10-18,291,5,EL,12,4,2
CCE,Capeless,2013-10-18,291,7,HO,12,12,3
CCE,Capeless,2013-10-18,291,8,TA,12,12,4
CCE,Capeless,2013-10-18,291,9,BE,12,1,2
CCE,Capeless,2013-10-18,291,11,BE,12,6,2
CCE,Capeless,2013-10-18,291,12,RM,12,6,4
CCE,Capeless,2013-10-18,291,13,FD,12,12,4
CCE,Capeless,2013-10-25,298,3,AP,12,10,2
CCE,Capeless,2013-10-25,298,5,EL,12,7,3
CCE,Capeless,2013-10-25,298,9,BE,12,1,3
CCE,Capeless,2013-10-25,298,11,BE,12,7,3
CCE,Capeless,2013-10-25,298,12,RM,12,7,4
CCE,Capeless,2013-11-01,305,3,AP,12,12,2
CCE,Capeless,2013-11-01,305,5,EL,12,12,3
CCE,Capeless,2013-11-01,305,9,BE,12,2,3
CCE,Capeless,2013-11-01,305,11,BE,12,9,3
CCE,Capeless,2013-11-01,305,12,RM,12,12,4
CCE,Capeless,2013-11-08,312,9,BE,12,6,4
CCE,Capeless,2013-11-08,312,11,BE,12,12,4
CCE,Capeless,2013-11-15,319,9,BE,12,12,4
CCE,Capeless,2014-09-12,255,2,BX,12,0,1
CCE,Capeless,2014-09-12,255,3,AP,12,0,1
CCE,Capeless,2014-09-12,255,4,RM,12,0,1
CCE,Capeless,2014-09-12,255,5,EL,12,0,1
CCE,Capeless,2014-09-12,255,6,BW,12,1,1
CCE,Capeless,2014-09-12,255,7,HO,12,0,1
CCE,Capeless,2014-09-12,255,8,TA,12,0,1
CCE,Capeless,2014-09-12,255,9,BE,12,0,1
CCE,Capeless,2014-09-12,255,10,HL,12,2,1
CCE,Capeless,2014-09-12,255,11,BE,12,0,1
CCE,Capeless,2014-09-12,255,13,FD,12,2,1
