School Code,Teacher,Date,Julian,Tree ID,Species Code,Total Buds,Open Buds,Leaf Length (cm)
CCH,Murphy,2013-05-31,151,11,RM,12,12,13.5
CCH,Murphy,2013-05-31,151,12,RM,12,12,9.5
CCH,Murphy,2013-05-31,151,13,RM,12,12,8.5
CCH,Murphy,2013-05-31,151,14,RM,12,12,11.5
CCH,Murphy,2013-05-31,151,15,RM,15,15,10
CCH,Murphy,2013-05-31,151,16,RM,12,12,10
CCH,Murphy,2013-05-31,151,17,RM,12,12,11.5
CCH,Murphy,2013-05-31,151,18,RM,12,12,9
CCH,Murphy,2013-05-31,151,19,RM,12,12,11.5
CCH,Murphy,2014-04-16,106,10,CH,12,0,0
CCH,Murphy,2014-04-16,106,11,RM,12,0,0
CCH,Murphy,2014-04-16,106,12,RM,12,0,0
CCH,Murphy,2014-04-16,106,13,RM,12,0,0
CCH,Murphy,2014-04-16,106,14,RM,12,0,0
CCH,Murphy,2014-04-16,106,15,RM,12,0,0
CCH,Murphy,2014-04-16,106,17,RM,12,0,0
CCH,Murphy,2014-04-16,106,18,RM,12,0,0
CCH,Murphy,2014-04-16,106,19,RM,12,0,0
CCH,Murphy,2014-04-27,117,20,BN,12,0,0
CCH,Murphy,2014-04-27,117,21,BW,11,0,0
CCH,Murphy,2014-04-27,117,26,BN,12,0,0
CCH,Murphy,2014-04-27,117,27,BN,12,0,0
CCH,Murphy,2014-04-27,117,28,NM,12,0,0
CCH,Murphy,2014-04-27,117,29,RM,12,0,0
CCH,Murphy,2014-04-27,117,30,RM,12,0,0
CCH,Murphy,2014-04-27,117,33,TA,12,0,0
CCH,Murphy,2014-04-27,117,34,BN,12,0,0
CCH,Murphy,2014-04-27,117,35,BN,12,0,0
CCH,Murphy,2014-04-30,120,10,CH,12,0,0
CCH,Murphy,2014-04-30,120,11,RM,10,0,0
CCH,Murphy,2014-04-30,120,12,RM,12,0,0
CCH,Murphy,2014-04-30,120,13,RM,12,0,0
CCH,Murphy,2014-04-30,120,14,RM,12,0,0
CCH,Murphy,2014-04-30,120,15,RM,12,0,0
CCH,Murphy,2014-04-30,120,16,RM,12,0,0
CCH,Murphy,2014-04-30,120,17,RM,12,0,0
CCH,Murphy,2014-04-30,120,18,RM,12,0,0
CCH,Murphy,2014-04-30,120,19,RM,12,0,0
CCH,Murphy,2014-05-02,122,20,BN,12,0,0
CCH,Murphy,2014-05-02,122,21,BW,11,0,0
CCH,Murphy,2014-05-02,122,26,BN,12,0,0
CCH,Murphy,2014-05-02,122,27,BN,12,0,0
CCH,Murphy,2014-05-02,122,28,NM,12,6,NA
CCH,Murphy,2014-05-02,122,29,RM,12,0,0
CCH,Murphy,2014-05-02,122,30,RM,12,0,0
CCH,Murphy,2014-05-02,122,33,TA,12,0,0
CCH,Murphy,2014-05-02,122,34,BN,12,0,0
CCH,Murphy,2014-05-02,122,35,BN,12,0,0
CCH,Murphy,2014-05-06,126,21,BW,12,0,0
CCH,Murphy,2014-05-06,126,26,BN,12,0,0
CCH,Murphy,2014-05-06,126,27,BN,12,0,0
CCH,Murphy,2014-05-06,126,29,RM,12,0,0
CCH,Murphy,2014-05-06,126,30,RM,12,0,0
CCH,Murphy,2014-05-06,126,33,TA,12,0,0
CCH,Murphy,2014-05-06,126,34,BN,12,0,0
CCH,Murphy,2014-05-06,126,35,BN,12,0,0
CCH,Murphy,2014-05-07,127,10,CH,12,0,0
CCH,Murphy,2014-05-07,127,19,RM,8,6,1.8
CCH,Murphy,2014-05-08,128,14,RM,12,12,3
CCH,Murphy,2014-05-08,128,17,RM,12,9,2.8
CCH,Murphy,2014-05-09,129,11,RM,12,12,7
CCH,Murphy,2014-05-09,129,15,RM,12,12,3
CCH,Murphy,2014-05-09,129,16,RM,12,12,2
CCH,Murphy,2014-05-09,129,20,BN,12,1,1.5
CCH,Murphy,2014-05-09,129,21,BW,12,0,0
CCH,Murphy,2014-05-09,129,26,BN,12,0,0
CCH,Murphy,2014-05-09,129,27,BN,12,0,0
CCH,Murphy,2014-05-09,129,28,NM,12,11,11.5
CCH,Murphy,2014-05-09,129,29,RM,12,0,0
CCH,Murphy,2014-05-09,129,30,RM,12,0,0
CCH,Murphy,2014-05-09,129,33,TA,12,0,0
CCH,Murphy,2014-05-09,129,34,BN,12,0,0
CCH,Murphy,2014-05-09,129,35,BN,12,0,0
CCH,Murphy,2014-05-12,132,20,BN,12,1,2.8
CCH,Murphy,2014-05-12,132,21,BW,12,0,0
CCH,Murphy,2014-05-12,132,26,BN,12,0,0
CCH,Murphy,2014-05-12,132,27,BN,12,1,6
CCH,Murphy,2014-05-12,132,29,RM,12,10,2.7
CCH,Murphy,2014-05-12,132,30,RM,12,12,3.4
CCH,Murphy,2014-05-12,132,33,TA,12,12,3
CCH,Murphy,2014-05-12,132,34,BN,12,11,2.9
CCH,Murphy,2014-05-12,132,35,BN,12,0,0
CCH,Murphy,2014-05-13,133,10,CH,12,12,3.8
CCH,Murphy,2014-05-13,133,11,RM,11,11,9.5
CCH,Murphy,2014-05-13,133,12,RM,12,12,4.1
CCH,Murphy,2014-05-13,133,14,RM,11,11,5
CCH,Murphy,2014-05-13,133,15,RM,12,12,8
CCH,Murphy,2014-05-13,133,16,RM,12,12,5
CCH,Murphy,2014-05-13,133,17,RM,12,12,5.75
CCH,Murphy,2014-05-13,133,18,RM,12,12,3.4
CCH,Murphy,2014-05-16,136,21,BW,12,11,4
CCH,Murphy,2014-05-16,136,26,BN,12,0,0
CCH,Murphy,2014-05-16,136,27,BN,12,5,2.5
CCH,Murphy,2014-05-16,136,28,NM,12,12,10.5
CCH,Murphy,2014-05-16,136,29,RM,12,10,5
CCH,Murphy,2014-05-16,136,30,RM,12,12,4.5
CCH,Murphy,2014-05-16,136,33,TA,12,12,3
CCH,Murphy,2014-05-16,136,34,BN,12,12,6.5
CCH,Murphy,2014-05-16,136,35,BN,12,9,3.2
CCH,Murphy,2014-05-19,139,11,RM,10,10,13
CCH,Murphy,2014-05-19,139,15,RM,12,12,9.3
CCH,Murphy,2014-05-19,139,17,RM,12,12,9.3
CCH,Murphy,2014-05-19,139,19,RM,10,10,13
CCH,Murphy,2014-05-19,139,19,RM,10,10,5.1
CCH,Murphy,2014-05-19,139,21,BW,12,12,5.7
CCH,Murphy,2014-05-19,139,26,BN,12,12,6
CCH,Murphy,2014-05-19,139,27,BN,12,8,6.9
CCH,Murphy,2014-05-19,139,28,NM,12,12,21
CCH,Murphy,2014-05-19,139,29,RM,12,12,5
CCH,Murphy,2014-05-19,139,30,RM,12,12,5
CCH,Murphy,2014-05-19,139,33,TA,12,12,5
CCH,Murphy,2014-05-19,139,34,BN,12,12,11
CCH,Murphy,2014-05-19,139,35,BN,12,12,6.5
CCH,Murphy,2014-05-22,142,10,CH,12,12,10.5
CCH,Murphy,2014-05-30,150,21,BW,12,12,9
CCH,Murphy,2014-05-30,150,26,BN,12,12,18
CCH,Murphy,2014-05-30,150,27,BN,12,12,15
CCH,Murphy,2014-05-30,150,29,RM,12,12,8
CCH,Murphy,2014-05-30,150,30,RM,12,12,NA
CCH,Murphy,2014-05-30,150,33,TA,12,12,9
CCH,Murphy,2014-05-30,150,34,BN,12,12,15
CCH,Murphy,2014-05-30,150,35,BN,12,12,13
CCH,Murphy,2014-06-02,153,10,CH,12,12,20
CCH,Murphy,2014-06-02,153,11,RM,12,12,13
CCH,Murphy,2014-06-02,153,12,RM,11,11,8.5
CCH,Murphy,2014-06-02,153,13,RM,11,11,9
CCH,Murphy,2014-06-02,153,14,RM,12,12,NA
CCH,Murphy,2014-06-02,153,15,RM,12,12,9.4
CCH,Murphy,2014-06-02,153,16,RM,12,12,8.5
CCH,Murphy,2014-06-02,153,17,RM,12,12,15
CCH,Murphy,2014-06-02,153,18,RM,12,12,8.7
CCH,Murphy,2014-06-02,153,19,RM,6,6,18
CCH,Murphy,2015-04-15,105,10,CH,12,0,0
CCH,Murphy,2015-04-15,105,11,RM,12,0,0
CCH,Murphy,2015-04-15,105,12,RM,12,0,0
CCH,Murphy,2015-04-15,105,13,RM,12,0,0
CCH,Murphy,2015-04-15,105,14,RM,12,0,0
CCH,Murphy,2015-04-15,105,15,RM,12,0,0
CCH,Murphy,2015-04-15,105,16,RM,12,0,0
CCH,Murphy,2015-04-15,105,17,RM,12,0,0
CCH,Murphy,2015-04-15,105,18,RM,12,0,0
CCH,Murphy,2015-04-15,105,19,RM,12,0,0
CCH,Murphy,2015-04-28,118,13,RM,12,0,0
CCH,Murphy,2015-04-28,118,17,RM,12,0,0
CCH,Murphy,2015-04-29,119,11,RM,12,0,0
CCH,Murphy,2015-04-29,119,18,RM,12,0,0
CCH,Murphy,2015-04-30,120,10,CH,12,0,0
CCH,Murphy,2015-04-30,120,12,RM,12,0,0
CCH,Murphy,2015-04-30,120,13,RM,12,0,0
CCH,Murphy,2015-04-30,120,14,RM,12,0,0
CCH,Murphy,2015-04-30,120,15,RM,12,0,0
CCH,Murphy,2015-04-30,120,16,RM,12,0,0
CCH,Murphy,2015-04-30,120,17,RM,12,0,0
CCH,Murphy,2015-04-30,120,19,RM,12,0,0
CCH,Murphy,2015-05-01,121,11,RM,12,0,0
CCH,Murphy,2015-05-01,121,18,RM,12,0,0
CCH,Murphy,2015-05-01,121,21,BW,12,0,0
CCH,Murphy,2015-05-01,121,27,BN,12,0,0
CCH,Murphy,2015-05-01,121,28,NM,12,0,0
CCH,Murphy,2015-05-01,121,29,RM,12,0,0
CCH,Murphy,2015-05-01,121,30,RM,12,0,0
CCH,Murphy,2015-05-01,121,33,TA,12,0,0
CCH,Murphy,2015-05-01,121,34,BN,12,0,0
CCH,Murphy,2015-05-01,121,35,BN,12,0,0
CCH,Murphy,2015-05-01,121,36,TA,12,0,0
CCH,Murphy,2015-05-01,121,37,TA,12,0,0
CCH,Murphy,2015-05-01,121,38,RM,12,0,0
CCH,Murphy,2015-05-01,121,40,BN,12,0,0
CCH,Murphy,2015-05-01,121,41,BN,12,0,0
CCH,Murphy,2015-05-04,124,10,CH,12,8,2
CCH,Murphy,2015-05-04,124,11,RM,12,12,3.4
CCH,Murphy,2015-05-04,124,12,RM,12,9,2
CCH,Murphy,2015-05-04,124,14,RM,12,2,3
CCH,Murphy,2015-05-04,124,15,RM,12,12,3.5
CCH,Murphy,2015-05-04,124,16,RM,12,9,1
CCH,Murphy,2015-05-05,125,14,RM,12,4,3.5
CCH,Murphy,2015-05-05,125,19,RM,12,5,3.5
CCH,Murphy,2015-05-07,127,13,RM,12,8,3.6
CCH,Murphy,2015-05-07,127,17,RM,12,12,6.2
CCH,Murphy,2015-05-08,128,10,CH,12,12,2.5
CCH,Murphy,2015-05-08,128,14,RM,12,12,NA
CCH,Murphy,2015-05-08,128,16,RM,12,10,5
CCH,Murphy,2015-05-08,128,19,RM,12,12,NA
CCH,Murphy,2015-05-08,128,21,BW,12,0,0
CCH,Murphy,2015-05-08,128,27,BN,12,4,3.9
CCH,Murphy,2015-05-08,128,28,NM,12,6,7
CCH,Murphy,2015-05-08,128,29,RM,12,6,2
CCH,Murphy,2015-05-08,128,30,RM,12,4,2.2
CCH,Murphy,2015-05-08,128,33,TA,12,12,3.3
CCH,Murphy,2015-05-08,128,34,BN,12,6,4
CCH,Murphy,2015-05-08,128,35,BN,12,0,NA
CCH,Murphy,2015-05-08,128,36,TA,12,12,3.8
CCH,Murphy,2015-05-08,128,37,TA,12,11,3.1
CCH,Murphy,2015-05-08,128,38,RM,12,6,2.5
CCH,Murphy,2015-05-08,128,40,BN,12,9,6.4
CCH,Murphy,2015-05-08,128,41,BN,12,12,6.1
CCH,Murphy,2015-05-12,132,11,RM,12,12,3.8
CCH,Murphy,2015-05-12,132,13,RM,12,12,5.8
CCH,Murphy,2015-05-12,132,17,RM,12,12,11.9
CCH,Murphy,2015-05-12,132,18,RM,12,12,5.3
CCH,Murphy,2015-05-15,135,13,RM,12,12,6
CCH,Murphy,2015-05-15,135,17,RM,12,12,13.5
CCH,Murphy,2015-05-15,135,21,BW,12,12,6.8
CCH,Murphy,2015-05-15,135,27,BN,12,10,13
CCH,Murphy,2015-05-15,135,28,NM,6,6,10.5
CCH,Murphy,2015-05-15,135,29,RM,12,12,4.7
CCH,Murphy,2015-05-15,135,30,RM,12,12,8
CCH,Murphy,2015-05-15,135,33,TA,12,12,16.5
CCH,Murphy,2015-05-15,135,34,BN,12,8,13.4
CCH,Murphy,2015-05-15,135,35,BN,12,5,7
CCH,Murphy,2015-05-15,135,36,TA,12,12,NA
CCH,Murphy,2015-05-15,135,37,TA,12,12,NA
CCH,Murphy,2015-05-15,135,38,RM,12,12,8
CCH,Murphy,2015-05-15,135,40,BN,12,10,16.5
CCH,Murphy,2015-05-15,135,41,BN,12,12,20.8
CCH,Murphy,2015-05-22,142,21,BW,12,12,10
CCH,Murphy,2015-05-22,142,27,BN,12,10,22.3
CCH,Murphy,2015-05-22,142,28,NM,6,6,NA
CCH,Murphy,2015-05-22,142,29,RM,12,12,11
CCH,Murphy,2015-05-22,142,30,RM,12,12,9.6
CCH,Murphy,2015-05-22,142,33,TA,10,10,NA
CCH,Murphy,2015-05-22,142,34,BN,12,12,16.6
CCH,Murphy,2015-05-22,142,35,BN,12,12,14
CCH,Murphy,2015-05-22,142,36,TA,12,12,5.4
CCH,Murphy,2015-05-22,142,37,TA,12,12,5.8
CCH,Murphy,2015-05-22,142,38,RM,12,12,9.1
CCH,Murphy,2015-05-22,142,40,BN,12,12,26.8
CCH,Murphy,2015-05-22,142,41,BN,12,12,26
CCH,Murphy,2015-05-29,149,21,BW,12,12,NA
CCH,Murphy,2015-05-29,149,27,BN,12,12,31.1
CCH,Murphy,2015-05-29,149,28,NM,6,6,10.9
CCH,Murphy,2015-05-29,149,29,RM,12,12,NA
CCH,Murphy,2015-05-29,149,30,RM,12,12,9.1
CCH,Murphy,2015-05-29,149,33,TA,10,10,NA
CCH,Murphy,2015-05-29,149,34,BN,12,12,22.6
CCH,Murphy,2015-05-29,149,35,BN,12,12,23
CCH,Murphy,2015-05-29,149,36,TA,12,12,5.7
CCH,Murphy,2015-05-29,149,37,TA,12,12,5.7
CCH,Murphy,2015-05-29,149,38,RM,12,12,8.9
CCH,Murphy,2015-05-29,149,40,BN,12,12,33.4
CCH,Murphy,2015-05-29,149,41,BN,12,12,34.5
CHH,Bruell,2014-04-10,100,2,FD,12,0,0
CHH,Bruell,2014-04-10,100,7,CW,12,0,0
CHH,Bruell,2014-04-10,100,9,BC,12,0,0
CHH,Bruell,2014-04-10,100,10,GB,12,0,0
CHH,Bruell,2014-04-10,100,11,RO,12,0,0
CHH,Bruell,2014-04-10,100,12,OS,12,0,0
CHH,Bruell,2014-04-17,107,1,SM,12,0,0
CHH,Bruell,2014-04-17,107,2,FD,12,0,0
CHH,Bruell,2014-04-17,107,3,HL,12,0,0
CHH,Bruell,2014-04-17,107,4,BW,12,0,0
CHH,Bruell,2014-04-17,107,5,SM,12,0,0
CHH,Bruell,2014-04-17,107,6,BO,12,0,0
CHH,Bruell,2014-05-02,122,1,SM,12,0,0
CHH,Bruell,2014-05-02,122,2,FD,12,0,0
CHH,Bruell,2014-05-02,122,3,HL,12,0,0
CHH,Bruell,2014-05-02,122,6,BO,12,0,0
CHH,Bruell,2014-05-02,122,7,CW,12,0,0
CHH,Bruell,2014-05-02,122,8,TA,12,0,0
CHH,Bruell,2014-05-02,122,9,BC,12,0,0
CHH,Bruell,2014-05-02,122,10,GB,12,0,0
CHH,Bruell,2014-05-02,122,11,RO,12,0,0
CHH,Bruell,2014-05-02,122,12,OS,12,0,0
CHH,Bruell,2014-05-12,132,1,SM,12,12,5
CHH,Bruell,2014-05-12,132,2,FD,12,12,4.2
CHH,Bruell,2014-05-12,132,3,HL,12,8,3.5
CHH,Bruell,2014-05-12,132,4,BW,12,12,5.5
CHH,Bruell,2014-05-12,132,5,SM,12,12,3
CHH,Bruell,2014-05-12,132,6,BO,12,8,2
CHH,Bruell,2014-05-12,132,8,TA,12,12,4
CHH,Bruell,2014-05-12,132,9,BC,12,0,3.9
CHH,Bruell,2014-05-12,132,10,GB,12,12,4.3
CHH,Bruell,2014-05-12,132,11,RO,12,6,1
CHH,Bruell,2014-05-13,133,7,CW,12,6,6.5
CHH,Bruell,2014-05-13,133,8,TA,6,6,6
CHH,Bruell,2014-05-13,133,9,BC,6,0,5.5
CHH,Bruell,2014-05-13,133,10,GB,6,6,5
CHH,Bruell,2014-05-13,133,12,OS,12,6,8
CHH,Bruell,2014-05-19,139,7,CW,12,8,8.2
CHH,Bruell,2014-05-19,139,8,TA,12,12,6
CHH,Bruell,2014-05-19,139,9,BC,12,0,5.5
CHH,Bruell,2014-05-19,139,10,GB,12,12,6.5
CHH,Bruell,2014-05-19,139,11,RO,12,6,6.5
CHH,Bruell,2014-05-19,139,12,WO,6,6,8
CHH,Bruell,2014-05-20,140,1,SM,12,12,12
CHH,Bruell,2014-05-20,140,2,FD,12,12,7.5
CHH,Bruell,2014-05-20,140,4,BW,12,12,8.4
CHH,Bruell,2014-05-20,140,5,SM,12,12,7.5
CHH,Bruell,2014-05-20,140,6,BO,12,6,6
CHH,Bruell,2014-05-27,147,1,SM,12,12,13
CHH,Bruell,2014-05-27,147,2,FD,12,12,9.7
CHH,Bruell,2014-05-27,147,3,HL,12,12,11
CHH,Bruell,2014-05-27,147,4,BW,12,12,7.5
CHH,Bruell,2014-05-27,147,5,RM,12,12,12
CHH,Bruell,2014-05-27,147,6,BO,12,12,17.5
CHH,Bruell,2014-05-29,149,7,CW,12,12,10
CHH,Bruell,2014-05-29,149,8,TA,12,12,6
CHH,Bruell,2014-05-29,149,9,BC,12,12,7.5
CHH,Bruell,2014-05-29,149,10,GB,12,12,7.5
CHH,Bruell,2014-05-29,149,12,OS,12,12,16.5
DFA,Farrow,2011-04-22,112,1,SM,6,0,0
DFA,Farrow,2011-04-22,112,2,BB,6,0,0
DFA,Farrow,2011-04-27,117,1,SM,6,0,0
DFA,Farrow,2011-04-29,119,2,BB,6,0,0
DFA,Farrow,2011-05-03,123,1,SM,6,6,4.5
DFA,Farrow,2011-05-03,123,2,BB,6,0,0
DFA,Farrow,2011-05-05,125,2,BB,6,6,4.5
DFA,Farrow,2012-03-30,90,1,SM,6,0,0
DFA,Farrow,2012-03-30,90,2,BB,6,0,0
DFA,Farrow,2012-04-19,110,1,SM,6,0,0
DFA,Farrow,2012-04-19,110,2,BB,6,0,0
DFA,Farrow,2012-04-27,118,1,SM,6,0,0
DFA,Farrow,2012-04-27,118,2,BB,6,6,4.4
DFA,Farrow,2012-05-01,122,1,SM,6,6,4.2
DFA,Farrow,2013-04-08,98,1,SM,6,0,NA
DFA,Farrow,2013-04-08,98,2,BB,6,0,NA
DFA,Farrow,2013-04-15,105,2,BB,6,3,NA
DFA,Farrow,2013-04-29,119,1,SM,6,0,NA
DFA,Farrow,2013-04-29,119,2,BB,6,3,NA
DFA,Farrow,2013-05-01,121,1,SM,6,0,NA
DFA,Farrow,2013-05-06,126,1,SM,6,0,NA
DFA,Farrow,2013-05-06,126,2,BB,6,5,NA
DFA,Farrow,2013-05-08,128,1,SM,6,1,NA
DFA,Farrow,2013-05-08,128,2,BB,6,6,6
DFA,Farrow,2013-05-14,134,1,SM,6,5,NA
DFA,Farrow,2013-05-17,137,1,SM,6,6,5.8
DFA,Farrow,2014-04-25,115,1,SM,6,0,NA
DFA,Farrow,2014-04-25,115,2,BB,6,0,NA
DFA,Farrow,2014-04-28,118,2,BB,6,0,NA
DFA,Farrow,2014-05-04,124,1,SM,6,0,NA
DFA,Farrow,2014-05-07,127,2,BB,6,0,NA
DFA,Farrow,2014-05-08,128,1,SM,6,0,NA
DFA,Farrow,2014-05-08,128,2,BB,6,6,NA
DFA,Farrow,2014-05-22,142,1,SM,6,6,NA
DFA,Farrow,2015-04-06,96,2,BB,6,0,NA
DFA,Farrow,2015-04-13,103,1,SM,6,0,NA
DFA,Farrow,2015-04-13,103,2,BB,6,0,NA
DFA,Farrow,2015-04-22,112,1,SM,6,0,NA
DFA,Farrow,2015-04-22,112,2,BB,6,0,NA
DFA,Farrow,2015-04-22,112,3,SV,6,0,NA
DFA,Farrow,2015-04-27,117,2,BB,6,0,NA
DFA,Farrow,2015-04-29,119,1,SM,6,0,NA
DFA,Farrow,2015-04-29,119,2,BB,6,0,NA
DFA,Farrow,2015-04-29,119,3,SV,6,0,NA
DFA,Farrow,2015-05-01,121,1,SM,6,0,NA
DFA,Farrow,2015-05-01,121,2,BB,6,0,NA
DFA,Farrow,2015-05-01,121,3,SV,6,4,NA
DFA,Farrow,2015-05-03,123,3,SV,6,4,NA
DFA,Farrow,2015-05-04,124,1,SM,6,0,NA
DFA,Farrow,2015-05-04,124,2,BB,6,1,NA
DFA,Farrow,2015-05-05,125,1,SM,6,0,NA
DFA,Farrow,2015-05-05,125,2,BB,6,5,NA
DFA,Farrow,2015-05-05,125,3,SV,6,5,NA
DFA,Farrow,2015-05-06,126,1,SM,6,0,NA
DFA,Farrow,2015-05-06,126,2,BB,6,6,3.4
DFA,Farrow,2015-05-07,127,1,SM,6,1,NA
DFA,Farrow,2015-05-11,131,1,SM,6,6,NA
DFA,Farrow,2015-05-11,131,3,SV,6,6,NA
DHE,Skillings,2008-04-18,109,1,WO,12,0,NA
DHE,Skillings,2008-04-18,109,2,BE,12,0,NA
DHE,Skillings,2008-04-18,109,3,WO,12,0,NA
DHE,Skillings,2008-04-18,109,4,BO,12,0,NA
DHE,Skillings,2008-04-18,109,5,WA,12,0,NA
DHE,Skillings,2008-04-18,109,6,WB,12,0,NA
DHE,Skillings,2008-04-18,109,7,WB,11,0,NA
DHE,Skillings,2008-04-18,109,8,SM,12,0,NA
DHE,Skillings,2008-04-18,109,9,SM,6,0,NA
DHE,Skillings,2008-04-18,109,10,BE,12,0,NA
DHE,Skillings,2008-04-25,116,1,WO,12,0,NA
DHE,Skillings,2008-04-25,116,2,BE,11,0,NA
DHE,Skillings,2008-04-25,116,3,WO,12,0,NA
DHE,Skillings,2008-04-25,116,4,BO,12,0,NA
DHE,Skillings,2008-04-25,116,5,WA,12,0,NA
DHE,Skillings,2008-04-25,116,6,WB,12,0,NA
DHE,Skillings,2008-04-25,116,7,WB,12,0,NA
DHE,Skillings,2008-04-25,116,8,SM,12,0,NA
DHE,Skillings,2008-04-25,116,9,SM,12,0,NA
DHE,Skillings,2008-04-25,116,10,BE,11,9,NA
DHE,Skillings,2008-05-02,123,1,WO,12,0,NA
DHE,Skillings,2008-05-02,123,2,BE,11,6,6
DHE,Skillings,2008-05-02,123,3,WO,11,0,NA
DHE,Skillings,2008-05-02,123,4,BO,12,3,NA
DHE,Skillings,2008-05-02,123,5,WA,12,0,NA
DHE,Skillings,2008-05-02,123,6,WB,12,0,NA
DHE,Skillings,2008-05-02,123,7,WB,12,3,NA
DHE,Skillings,2008-05-02,123,8,SM,12,5,7
DHE,Skillings,2008-05-02,123,9,SM,12,6,3
DHE,Skillings,2008-05-02,123,10,BE,12,12,4
DHE,Skillings,2008-05-09,130,1,WO,12,4,2.5
DHE,Skillings,2008-05-09,130,2,BE,11,6,6
DHE,Skillings,2008-05-09,130,3,WO,11,0,NA
DHE,Skillings,2008-05-09,130,4,BO,12,4,NA
DHE,Skillings,2008-05-09,130,5,WA,12,1,NA
DHE,Skillings,2008-05-09,130,6,WB,12,0,NA
DHE,Skillings,2008-05-09,130,7,WB,12,6,8
DHE,Skillings,2008-05-09,130,8,SM,12,6,7
DHE,Skillings,2008-05-09,130,9,SM,12,7,3
DHE,Skillings,2008-05-09,130,10,BE,12,12,4
DHE,Skillings,2008-05-15,136,1,WO,12,6,2.5
DHE,Skillings,2008-05-15,136,2,BE,10,9,8
DHE,Skillings,2008-05-15,136,3,WO,12,1,NA
DHE,Skillings,2008-05-15,136,4,BO,12,5,4.5
DHE,Skillings,2008-05-15,136,5,WA,12,7,5
DHE,Skillings,2008-05-15,136,6,WB,11,0,NA
DHE,Skillings,2008-05-15,136,7,WB,12,6,8.5
DHE,Skillings,2008-05-15,136,8,SM,12,5,11.5
DHE,Skillings,2008-05-15,136,9,SM,12,4,11
DHE,Skillings,2008-05-15,136,10,BE,11,11,6
DHE,Skillings,2008-05-23,144,1,WO,12,7,6
DHE,Skillings,2008-05-23,144,2,BE,11,11,7
DHE,Skillings,2008-05-23,144,3,WO,12,3,3
DHE,Skillings,2008-05-23,144,4,BO,12,5,NA
DHE,Skillings,2008-05-23,144,5,WA,12,6,NA
DHE,Skillings,2008-05-23,144,6,WB,12,3,NA
DHE,Skillings,2008-05-23,144,7,WB,12,3,13
DHE,Skillings,2008-05-23,144,8,SM,12,11,14
DHE,Skillings,2008-05-23,144,9,SM,11,4,16.5
DHE,Skillings,2008-05-23,144,10,BE,11,11,7.5
DHE,Skillings,2008-05-30,151,1,WO,12,8,12
DHE,Skillings,2008-05-30,151,2,BE,11,10,12
DHE,Skillings,2008-05-30,151,3,WO,12,6,13
DHE,Skillings,2008-05-30,151,4,BO,10,8,13
DHE,Skillings,2008-05-30,151,5,WA,12,8,11
DHE,Skillings,2008-05-30,151,6,WB,12,6,22
DHE,Skillings,2008-05-30,151,7,WB,12,8,15
DHE,Skillings,2008-05-30,151,8,SM,12,12,15.5
DHE,Skillings,2008-05-30,151,9,SM,11,7,10
DHE,Skillings,2008-05-30,151,10,BE,12,11,8
DHE,Skillings,2009-04-16,106,1,WO,6,0,NA
DHE,Skillings,2009-04-16,106,3,BO,6,0,NA
DHE,Skillings,2009-04-16,106,4,BO,6,0,NA
DHE,Skillings,2009-04-16,106,5,WA,4,0,NA
DHE,Skillings,2009-04-16,106,6,BE,6,0,NA
DHE,Skillings,2009-04-16,106,7,BE,6,0,NA
DHE,Skillings,2009-04-16,106,9,SM,6,0,NA
DHE,Skillings,2009-04-16,106,11,GB,6,0,NA
DHE,Skillings,2009-04-16,106,12,AP,6,0,NA
DHE,Skillings,2009-04-16,106,13,BE,6,0,NA
DHE,Skillings,2009-04-16,106,15,SM,6,0,NA
DHE,Skillings,2009-04-24,114,1,WO,6,0,NA
DHE,Skillings,2009-04-24,114,3,BO,6,0,NA
DHE,Skillings,2009-04-24,114,4,BO,6,0,NA
DHE,Skillings,2009-04-24,114,5,WA,4,0,NA
DHE,Skillings,2009-04-24,114,6,BE,6,0,NA
DHE,Skillings,2009-04-24,114,7,BE,6,0,NA
DHE,Skillings,2009-04-24,114,9,SM,6,0,NA
DHE,Skillings,2009-04-24,114,11,GB,6,0,NA
DHE,Skillings,2009-04-24,114,12,AP,6,0,NA
DHE,Skillings,2009-04-24,114,13,BE,6,0,NA
DHE,Skillings,2009-04-24,114,15,SM,6,0,NA
DHE,Skillings,2009-04-30,120,1,WO,12,0,NA
DHE,Skillings,2009-04-30,120,3,BO,11,1,NA
DHE,Skillings,2009-04-30,120,4,BO,12,2,NA
DHE,Skillings,2009-04-30,120,5,WA,9,0,NA
DHE,Skillings,2009-04-30,120,6,BE,12,8,5
DHE,Skillings,2009-04-30,120,7,BE,12,4,NA
DHE,Skillings,2009-04-30,120,8,SM,3,0,NA
DHE,Skillings,2009-04-30,120,9,SM,12,2,NA
DHE,Skillings,2009-04-30,120,11,GB,12,10,6
DHE,Skillings,2009-04-30,120,12,AP,6,0,NA
DHE,Skillings,2009-04-30,120,13,BE,6,2,NA
DHE,Skillings,2009-04-30,120,14,YB,5,0,NA
DHE,Skillings,2009-04-30,120,15,SM,6,3,NA
DHE,Skillings,2009-05-09,129,1,WO,12,6,6
DHE,Skillings,2009-05-09,129,3,BO,9,3,1.5
DHE,Skillings,2009-05-09,129,4,BO,11,2,10.5
DHE,Skillings,2009-05-09,129,5,WA,7,1,4
DHE,Skillings,2009-05-09,129,6,BE,12,8,6
